TrackId,TrackName,Composer,Milliseconds,UnitPrice,AlbumId,AlbumTitle,GenreId,GenreName,MediaTypeId,MediaTypeName
47,Ironic,"Alanis Morissette & Glenn Ballard",229825,0.99,6,"Jagged Little Pill",1,Rock,1,"MPEG audio file"
48,"Not The Doctor","Alanis Morissette & Glenn Ballard",227631,0.99,6,"Jagged Little Pill",1,Rock,1,"MPEG audio file"
49,"Wake Up","Alanis Morissette & Glenn Ballard",293485,0.99,6,"Jagged Little Pill",1,Rock,1,"MPEG audio file"
50,"You Oughta Know (Alternate)","Alanis Morissette & Glenn Ballard",491885,0.99,6,"Jagged Little Pill",1,Rock,1,"MPEG audio file"
51,"We Die Young","Jerry Cantrell",152084,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
52,"Man In The Box","Jerry Cantrell, Layne Staley",286641,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
53,"Sea Of Sorrow","Jerry Cantrell",349831,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
54,"Bleed The Freak","Jerry Cantrell",241946,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
55,"I Can't Remember","Jerry Cantrell, Layne Staley",222955,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
56,"Love, Hate, Love","Jerry Cantrell, Layne Staley",387134,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
57,"It Ain't Like That","Jerry Cantrell, Michael Starr, Sean Kinney",277577,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
58,Sunshine,"Jerry Cantrell",284969,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
59,"Put You Down","Jerry Cantrell",196231,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
60,Confusion,"Jerry Cantrell, Michael Starr, Layne Staley",344163,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
61,"I Know Somethin (Bout You)","Jerry Cantrell",261955,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
62,"Real Thing","Jerry Cantrell, Layne Staley",243879,0.99,7,Facelift,1,Rock,1,"MPEG audio file"
63,Desafinado,NULL,185338,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
64,"Garota De Ipanema",NULL,285048,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
65,"Samba De Uma Nota Só (One Note Samba)",NULL,137273,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
66,"Por Causa De Você",NULL,169900,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
67,Ligia,NULL,251977,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
68,Fotografia,NULL,129227,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
69,"Dindi (Dindi)",NULL,253178,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
70,"Se Todos Fossem Iguais A Você (Instrumental)",NULL,134948,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
71,"Falando De Amor",NULL,219663,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
72,Angela,NULL,169508,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
73,"Corcovado (Quiet Nights Of Quiet Stars)",NULL,205662,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
74,"Outra Vez",NULL,126511,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
75,"O Boto (Bôto)",NULL,366837,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
76,"Canta, Canta Mais",NULL,271856,0.99,8,"Warner 25 Anos",2,Jazz,1,"MPEG audio file"
77,"Enter Sandman",Apocalyptica,221701,0.99,9,"Plays Metallica By Four Cellos",3,Metal,1,"MPEG audio file"
78,"Master Of Puppets",Apocalyptica,436453,0.99,9,"Plays Metallica By Four Cellos",3,Metal,1,"MPEG audio file"
79,"Harvester Of Sorrow",Apocalyptica,374543,0.99,9,"Plays Metallica By Four Cellos",3,Metal,1,"MPEG audio file"
80,"The Unforgiven",Apocalyptica,322925,0.99,9,"Plays Metallica By Four Cellos",3,Metal,1,"MPEG audio file"
81,"Sad But True",Apocalyptica,288208,0.99,9,"Plays Metallica By Four Cellos",3,Metal,1,"MPEG audio file"
82,"Creeping Death",Apocalyptica,308035,0.99,9,"Plays Metallica By Four Cellos",3,Metal,1,"MPEG audio file"
83,"Wherever I May Roam",Apocalyptica,369345,0.99,9,"Plays Metallica By Four Cellos",3,Metal,1,"MPEG audio file"
84,"Welcome Home (Sanitarium)",Apocalyptica,350197,0.99,9,"Plays Metallica By Four Cellos",3,Metal,1,"MPEG audio file"
85,Cochise,"Audioslave/Chris Cornell",222380,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
86,"Show Me How to Live","Audioslave/Chris Cornell",277890,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
87,Gasoline,"Audioslave/Chris Cornell",279457,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
88,"What You Are","Audioslave/Chris Cornell",249391,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
89,"Like a Stone","Audioslave/Chris Cornell",294034,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
90,"Set It Off","Audioslave/Chris Cornell",263262,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
91,"Shadow on the Sun","Audioslave/Chris Cornell",343457,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
92,"I am the Highway","Audioslave/Chris Cornell",334942,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
93,Exploder,"Audioslave/Chris Cornell",206053,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
94,Hypnotize,"Audioslave/Chris Cornell",206628,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
95,"Bring'em Back Alive","Audioslave/Chris Cornell",329534,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
96,"Light My Way","Audioslave/Chris Cornell",303595,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
97,"Getaway Car","Audioslave/Chris Cornell",299598,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
98,"The Last Remaining Light","Audioslave/Chris Cornell",317492,0.99,10,Audioslave,1,Rock,1,"MPEG audio file"
99,"Your Time Has Come","Cornell, Commerford, Morello, Wilk",255529,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
100,"Out Of Exile","Cornell, Commerford, Morello, Wilk",291291,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
101,"Be Yourself","Cornell, Commerford, Morello, Wilk",279484,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
102,"Doesn't Remind Me","Cornell, Commerford, Morello, Wilk",255869,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
103,"Drown Me Slowly","Cornell, Commerford, Morello, Wilk",233691,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
104,"Heaven's Dead","Cornell, Commerford, Morello, Wilk",276688,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
105,"The Worm","Cornell, Commerford, Morello, Wilk",237714,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
106,"Man Or Animal","Cornell, Commerford, Morello, Wilk",233195,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
107,"Yesterday To Tomorrow","Cornell, Commerford, Morello, Wilk",273763,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
108,Dandelion,"Cornell, Commerford, Morello, Wilk",278125,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
109,"#1 Zero","Cornell, Commerford, Morello, Wilk",299102,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
110,"The Curse","Cornell, Commerford, Morello, Wilk",309786,0.99,11,"Out Of Exile",4,"Alternative & Punk",1,"MPEG audio file"
111,Money,"Berry Gordy, Jr./Janie Bradford",147591,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
112,"Long Tall Sally","Enotris Johnson/Little Richard/Robert "Bumps" Blackwell",106396,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
113,"Bad Boy","Larry Williams",116088,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
114,"Twist And Shout","Bert Russell/Phil Medley",161123,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
115,"Please Mr. Postman","Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett",137639,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
116,"C'Mon Everybody","Eddie Cochran/Jerry Capehart",140199,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
117,"Rock 'N' Roll Music","Chuck Berry",141923,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
118,"Slow Down","Larry Williams",163265,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
119,Roadrunner,"Bo Diddley",143595,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
120,Carol,"Chuck Berry",143830,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
121,"Good Golly Miss Molly","Little Richard",106266,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
122,"20 Flight Rock","Ned Fairchild",107807,0.99,12,"BackBeat Soundtrack",5,"Rock And Roll",1,"MPEG audio file"
123,Quadrant,"Billy Cobham",261851,0.99,13,"The Best Of Billy Cobham",2,Jazz,1,"MPEG audio file"
124,"Snoopy's search-Red baron","Billy Cobham",456071,0.99,13,"The Best Of Billy Cobham",2,Jazz,1,"MPEG audio file"
125,"Spanish moss-"A sound portrait"-Spanish moss","Billy Cobham",248084,0.99,13,"The Best Of Billy Cobham",2,Jazz,1,"MPEG audio file"
126,"Moon germs","Billy Cobham",294060,0.99,13,"The Best Of Billy Cobham",2,Jazz,1,"MPEG audio file"
127,Stratus,"Billy Cobham",582086,0.99,13,"The Best Of Billy Cobham",2,Jazz,1,"MPEG audio file"
128,"The pleasant pheasant","Billy Cobham",318066,0.99,13,"The Best Of Billy Cobham",2,Jazz,1,"MPEG audio file"
129,Solo-Panhandler,"Billy Cobham",246151,0.99,13,"The Best Of Billy Cobham",2,Jazz,1,"MPEG audio file"
130,"Do what cha wanna","George Duke",274155,0.99,13,"The Best Of Billy Cobham",2,Jazz,1,"MPEG audio file"
131,"Intro/ Low Down",NULL,323683,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
132,"13 Years Of Grief",NULL,246987,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
133,"Stronger Than Death",NULL,300747,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
134,"All For You",NULL,235833,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
135,"Super Terrorizer",NULL,319373,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
136,"Phoney Smile Fake Hellos",NULL,273606,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
137,"Lost My Better Half",NULL,284081,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
138,"Bored To Tears",NULL,247327,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
139,A.N.D.R.O.T.A.Z.,NULL,266266,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
140,"Born To Booze",NULL,282122,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
141,"World Of Trouble",NULL,359157,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
142,"No More Tears",NULL,555075,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
143,"The Begining... At Last",NULL,365662,0.99,14,"Alcohol Fueled Brewtality Live! [Disc 1]",3,Metal,1,"MPEG audio file"
144,"Heart Of Gold",NULL,194873,0.99,15,"Alcohol Fueled Brewtality Live! [Disc 2]",3,Metal,1,"MPEG audio file"
145,Snowblind,NULL,420022,0.99,15,"Alcohol Fueled Brewtality Live! [Disc 2]",3,Metal,1,"MPEG audio file"
146,"Like A Bird",NULL,276532,0.99,15,"Alcohol Fueled Brewtality Live! [Disc 2]",3,Metal,1,"MPEG audio file"
147,"Blood In The Wall",NULL,284368,0.99,15,"Alcohol Fueled Brewtality Live! [Disc 2]",3,Metal,1,"MPEG audio file"
148,"The Beginning...At Last",NULL,271960,0.99,15,"Alcohol Fueled Brewtality Live! [Disc 2]",3,Metal,1,"MPEG audio file"
149,"Black Sabbath",NULL,382066,0.99,16,"Black Sabbath",3,Metal,1,"MPEG audio file"
150,"The Wizard",NULL,264829,0.99,16,"Black Sabbath",3,Metal,1,"MPEG audio file"
151,"Behind The Wall Of Sleep",NULL,217573,0.99,16,"Black Sabbath",3,Metal,1,"MPEG audio file"
152,N.I.B.,NULL,368770,0.99,16,"Black Sabbath",3,Metal,1,"MPEG audio file"
153,"Evil Woman",NULL,204930,0.99,16,"Black Sabbath",3,Metal,1,"MPEG audio file"
154,"Sleeping Village",NULL,644571,0.99,16,"Black Sabbath",3,Metal,1,"MPEG audio file"
155,Warning,NULL,212062,0.99,16,"Black Sabbath",3,Metal,1,"MPEG audio file"
156,"Wheels Of Confusion / The Straightener","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",494524,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,Metal,1,"MPEG audio file"
157,"Tomorrow's Dream","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",192496,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,Metal,1,"MPEG audio file"
158,Changes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",286275,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,Metal,1,"MPEG audio file"
159,FX,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",103157,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,Metal,1,"MPEG audio file"
160,Supernaut,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",285779,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,Metal,1,"MPEG audio file"
161,Snowblind,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",331676,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,Metal,1,"MPEG audio file"
162,Cornucopia,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",234814,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,Metal,1,"MPEG audio file"
163,"Laguna Sunrise","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",173087,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,Metal,1,"MPEG audio file"
164,"St. Vitus Dance","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",149655,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,Metal,1,"MPEG audio file"
165,"Under The Sun/Every Day Comes and Goes","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",350458,0.99,17,"Black Sabbath Vol. 4 (Remaster)",3,Metal,1,"MPEG audio file"
166,"Smoked Pork",NULL,47333,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
167,"Body Count's In The House",NULL,204251,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
168,"Now Sports",NULL,4884,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
169,"Body Count",NULL,317936,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
170,"A Statistic",NULL,6373,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
171,"Bowels Of The Devil",NULL,223216,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
172,"The Real Problem",NULL,11650,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
173,"KKK Bitch",NULL,173008,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
174,"D Note",NULL,95738,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
175,Voodoo,NULL,300721,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
176,"The Winner Loses",NULL,392254,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
177,"There Goes The Neighborhood",NULL,350171,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
178,Oprah,NULL,6635,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
179,"Evil Dick",NULL,239020,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
180,"Body Count Anthem",NULL,166426,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
181,"Momma's Gotta Die Tonight",NULL,371539,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
182,"Freedom Of Speech",NULL,281234,0.99,18,"Body Count",4,"Alternative & Punk",1,"MPEG audio file"
183,"King In Crimson","Roy Z",283167,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
184,"Chemical Wedding","Roy Z",246177,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
185,"The Tower","Roy Z",285257,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
186,"Killing Floor","Adrian Smith",269557,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
187,"Book Of Thel","Eddie Casillas/Roy Z",494393,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
188,"Gates Of Urizen","Roy Z",265351,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
189,Jerusalem,"Roy Z",402390,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
190,"Trupets Of Jericho","Roy Z",359131,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
191,"Machine Men","Adrian Smith",341655,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
192,"The Alchemist","Roy Z",509413,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
193,Realword,"Roy Z",237531,0.99,19,"Chemical Wedding",3,Metal,1,"MPEG audio file"
194,"First Time I Met The Blues","Eurreal Montgomery",140434,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
195,"Let Me Love You Baby","Willie Dixon",175386,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
196,"Stone Crazy","Buddy Guy",433397,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
197,"Pretty Baby","Willie Dixon",237662,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
198,"When My Left Eye Jumps","Al Perkins/Willie Dixon",235311,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
199,"Leave My Girl Alone","Buddy Guy",204721,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
200,"She Suits Me To A Tee","Buddy Guy",136803,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
201,"Keep It To Myself (Aka Keep It To Yourself)","Sonny Boy Williamson [I]",166060,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
202,"My Time After Awhile","Robert Geddins/Ron Badger/Sheldon Feinberg",182491,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
203,"Too Many Ways (Alternate)","Willie Dixon",135053,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
204,"Talkin' 'Bout Women Obviously","Amos Blakemore/Buddy Guy",589531,0.99,20,"The Best Of Buddy Guy - The Millenium Collection",6,Blues,1,"MPEG audio file"
205,"Jorge Da Capadócia","Jorge Ben",177397,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
206,"Prenda Minha",Tradicional,99369,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
207,Meditação,"Tom Jobim - Newton Mendoça",148793,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
208,Terra,"Caetano Veloso",482429,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
209,"Eclipse Oculto","Caetano Veloso",221936,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
210,"Texto "Verdade Tropical"","Caetano Veloso",84088,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
211,"Bem Devagar","Gilberto Gil",133172,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
212,Drão,"Gilberto Gil",156264,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
213,Saudosismo,"Caetano Veloso",144326,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
214,Carolina,"Chico Buarque",181812,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
215,Sozinho,Peninha,190589,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
216,"Esse Cara","Caetano Veloso",223111,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
217,Mel,"Caetano Veloso - Waly Salomão",294765,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
218,"Linha Do Equador","Caetano Veloso - Djavan",299337,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
219,Odara,"Caetano Veloso",141270,0.99,21,"Prenda Minha",7,Latin,1,"MPEG audio file"
